index,ordernumber,quantityordered,priceeach,orderlinenumber,sales,orderdate,status,qtr_id,month_id,year_id,productline,msrp,productcode,customername,phone,city,country,territory,dealsize,address,contactname,Customer Value,CLTV,Recency,Frequency,Monetary
2111,10308,44.0,83.32,8,3666.08,2004-10-15,Shipped,4,10,2004,Planes,72.0,S24_4278,Mini Classics,9145554562,White Plains,USA,AMER,Medium,3758 North Pendale Street  ,Steve Frick,Low Value,220951.44,235,2,73650.48
2112,10317,35.0,83.32,1,2916.2,2004-11-02,Shipped,4,11,2004,Planes,72.0,S24_4278,Technics Stores Inc.,6505556809,Burlingame,USA,AMER,Small,9408 Furth Circle  ,Juri Hirano,High Value,307467.39,153,4,102489.13
2113,10328,43.0,60.86,4,2616.98,2004-11-12,Shipped,4,11,2004,Planes,72.0,S24_4278,Rovelli Gifts,035-640555,Bergamo,Italy,EMEA,Small,Via Ludovico il Moro 22  ,Giovanni Rovelli,High Value,381430.92,207,3,127143.64
2114,10340,40.0,84.77,1,3390.7999999999997,2004-11-24,Shipped,4,11,2004,Planes,72.0,S24_4278,Enaco Distributors,(93) 203 4555,Barcelona,Spain,EMEA,Medium,"Rambla de Catalu¤a, 23  ",Eduardo Saavedra,Low Value,221781.0,195,3,73927.0
2115,10353,35.0,89.9,3,3146.5,2004-12-04,Shipped,4,12,2004,Planes,72.0,S24_4278,Gift Ideas Corp.,2035554407,Glendale,USA,AMER,Medium,2440 Pompton St.  ,Dan Lewis,Low Value,158043.24,185,3,52681.08
2116,10361,25.0,62.46,1,1561.5,2004-12-17,Shipped,4,12,2004,Planes,72.0,S24_4278,Souveniers And Things Co.,+61 2 9495 8555,Chatswood,Australia,APAC,Small,"Monitor Money Building, 815 Pacific Hwy  Level 6",Adrian Huxley,High Value,399670.14,9,4,133223.38
2117,10375,43.0,100.0,2,4300.0,2005-02-03,Shipped,1,2,2005,Planes,72.0,S24_4278,La Rochelle Gifts,40.67.8555,Nantes,France,EMEA,Large,"67, rue des Cinquante Otages  ",Janine Labrune,High Value,461729.46,7,4,153909.82
2118,10386,50.0,63.34,8,3167.0,2005-03-01,Resolved,1,3,2005,Planes,72.0,S24_4278,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
2119,10398,45.0,78.25,14,3521.25,2005-03-30,Shipped,1,3,2005,Planes,72.0,S24_4278,Reims Collectables,26.47.1555,Reims,France,EMEA,Medium,59 rue de l'Abbaye  ,Paul Henriot,High Value,349508.19,69,5,116502.73
2120,10401,52.0,81.14,4,4219.28,2005-04-03,On Hold,2,4,2005,Planes,72.0,S24_4278,Tekni Collectables Inc.,2015559350,Newark,USA,AMER,Medium,7476 Moss Rd.  ,William Brown,Low Value,199679.01,65,3,66559.67
2121,10416,48.0,74.62,5,3581.76,2005-05-10,Shipped,2,5,2005,Planes,72.0,S24_4278,L'ordine Souveniers,0522-556555,Reggio Emilia,Italy,EMEA,Medium,Strada Provinciale 124  ,Maurizio Moroni,High Value,328842.66000000003,28,3,109614.22
2122,10108,31.0,68.71,10,2130.0099999999998,2003-03-03,Shipped,1,3,2003,Classic Cars,80.0,S24_4620,Cruz & Sons Co.,+63 2 555 3587,Makati City,Philippines,APAC,Small,15 McCallum Street - NatWest Center #13-03  ,Arnold Cruz,Low Value,240873.51,203,3,80291.17
2123,10122,29.0,71.14,14,2063.06,2003-05-08,Shipped,2,5,2003,Classic Cars,80.0,S24_4620,Marseille Mini Autos,91.24.4555,Marseille,France,EMEA,Small,"12, rue des Bouchers  ",Laurence Lebihan,Low Value,183483.36,152,3,61161.119999999995
2124,10135,23.0,87.31,11,2008.13,2003-07-02,Shipped,3,7,2003,Classic Cars,80.0,S24_4620,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Small,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
2125,10147,31.0,64.67,11,2004.77,2003-09-05,Shipped,3,9,2003,Classic Cars,80.0,S24_4620,Collectables For Less Inc.,6175558555,Brickhaven,USA,AMER,Small,7825 Douglas Av.  ,Allen Nelson,Low Value,201493.11,138,3,67164.37
2126,10159,23.0,67.1,6,1543.3,2003-10-10,Shipped,4,10,2003,Classic Cars,80.0,S24_4620,Corporate Gift Ideas Co.,6505551386,San Francisco,USA,AMER,Small,7734 Strong St.  ,Julie Brown,High Value,356534.85,104,4,118844.95
2127,10169,24.0,94.58,6,2269.92,2003-11-04,Shipped,4,11,2003,Classic Cars,80.0,S24_4620,"Anna's Decorations, Ltd",02 9936 8555,North Sydney,Australia,APAC,Small,201 Miller Street  Level 15,Anna O'Hara,High Value,363781.23,90,4,121260.41
2128,10180,28.0,71.14,1,1991.92,2003-11-11,Shipped,4,11,2003,Classic Cars,80.0,S24_4620,Daedalus Designs Imports,20.16.1555,Lille,France,EMEA,Small,"184, chausse de Tournai  ",Martine Rance,Low Value,170569.16999999998,472,2,56856.39
2129,10191,44.0,66.29,7,2916.76,2003-11-20,Shipped,4,11,2003,Classic Cars,80.0,S24_4620,"Toms Spezialitten, Ltd",0221-5554327,Koln,Germany,EMEA,Small,Mehrheimerstr. 369  ,Henriette Pfalzheim,Low Value,237126.39,234,2,79042.13
2130,10211,22.0,92.16,6,2027.52,2004-01-15,Shipped,1,1,2004,Classic Cars,80.0,S24_4620,Auto Canal Petit,(1) 47.55.6555,Paris,France,EMEA,Small,"25, rue Lauriston  ",Dominique Perrier,Low Value,239572.80000000002,61,3,79857.6
2131,10225,46.0,70.33,13,3235.18,2004-02-22,Shipped,1,2,2004,Classic Cars,80.0,S24_4620,"Vida Sport, Ltd",0897-034555,Gensve,Switzerland,EMEA,Medium,Grenzacherweg 237  ,Michael Holz,Low Value,280034.73,281,2,93344.91
2132,10238,22.0,93.77,7,2062.94,2004-04-09,Shipped,2,4,2004,Classic Cars,80.0,S24_4620,Danish Wholesale Imports,31 12 3555,Kobenhavn,Denmark,EMEA,Small,Vinb'ltet 34  ,Jytte Petersen,High Value,334706.52,53,5,111568.84
2133,10252,38.0,87.31,3,3317.78,2004-05-26,Shipped,2,5,2004,Classic Cars,80.0,S24_4620,Auto Canal Petit,(1) 47.55.6555,Paris,France,EMEA,Medium,"25, rue Lauriston  ",Dominique Perrier,Low Value,239572.80000000002,61,3,79857.6
2134,10264,47.0,83.27,1,3913.6899999999996,2004-06-30,Shipped,2,6,2004,Classic Cars,80.0,S24_4620,Gifts4AllAges.com,6175559555,Boston,USA,AMER,Medium,8616 Spinnaker Dr.  ,Juri Yoshido,Low Value,232642.86,32,3,77547.62
2135,10276,48.0,75.18,7,3608.6400000000003,2004-08-02,Shipped,3,8,2004,Classic Cars,80.0,S24_4620,Online Mini Collectables,6175557555,Brickhaven,USA,AMER,Medium,7635 Spinnaker Dr.  ,Miguel Barajas,Low Value,145155.03,270,2,48385.01
2136,10287,40.0,88.12,16,3524.8,2004-08-30,Shipped,3,8,2004,Classic Cars,80.0,S24_4620,"Vida Sport, Ltd",0897-034555,Gensve,Switzerland,EMEA,Medium,Grenzacherweg 237  ,Michael Holz,Low Value,280034.73,281,2,93344.91
2137,10299,32.0,80.84,1,2586.88,2004-09-30,Shipped,3,9,2004,Classic Cars,80.0,S24_4620,"Toys of Finland, Co.",90-224 8555,Helsinki,Finland,EMEA,Small,Keskuskatu 45  ,Matti Karttunen,Low Value,267597.45,118,3,89199.15000000001
2138,10310,49.0,97.01,14,4753.490000000001,2004-10-16,Shipped,4,10,2004,Classic Cars,80.0,S24_4620,"Toms Spezialitten, Ltd",0221-5554327,Koln,Germany,EMEA,Medium,Mehrheimerstr. 369  ,Henriette Pfalzheim,Low Value,237126.39,234,2,79042.13
2139,10319,43.0,85.69,2,3684.67,2004-11-03,Shipped,4,11,2004,Classic Cars,80.0,S24_4620,Microscale Inc.,2125551957,NYC,USA,AMER,Medium,5290 North Pendale Street  Suite 200,Kee Kuo,Low Value,84615.69,216,2,28205.230000000003
2140,10331,41.0,100.0,2,4100.0,2004-11-17,Shipped,4,11,2004,Classic Cars,80.0,S24_4620,Motor Mint Distributors Inc.,2155559857,Philadelphia,USA,AMER,Medium,11328 Douglas Av.  ,Rosa Hernandez,Low Value,189274.38,202,3,63091.46
2141,10343,30.0,100.0,1,3000.0,2004-11-24,Shipped,4,11,2004,Classic Cars,80.0,S24_4620,Reims Collectables,26.47.1555,Reims,France,EMEA,Medium,59 rue de l'Abbaye  ,Paul Henriot,High Value,349508.19,69,5,116502.73
2142,10355,28.0,95.39,9,2670.92,2004-12-07,Shipped,4,12,2004,Classic Cars,80.0,S24_4620,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Small,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
2143,10363,43.0,100.0,9,4300.0,2005-01-06,Shipped,1,1,2005,Classic Cars,80.0,S24_4620,Suominen Souveniers,+358 9 8045 555,Espoo,Finland,EMEA,Medium,"Software Engineering Center, SEC Oy  ",Kalle Suominen,Low Value,266259.77999999997,152,3,88753.26
2144,10378,41.0,100.0,2,4100.0,2005-02-10,Shipped,1,2,2005,Classic Cars,80.0,S24_4620,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
2145,10390,30.0,82.42,10,2472.6,2005-03-04,Shipped,1,3,2005,Classic Cars,80.0,S24_4620,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Small,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
2146,10103,31.0,100.0,3,3100.0,2003-01-29,Shipped,1,1,2003,Trucks and Buses,96.0,S32_1268,Baane Mini Imports,07-98 9555,Stavern,Norway,EMEA,Medium,Erling Skakkes gate 78  ,Jonas Bergulfsen,Low Value,285671.7,214,4,95223.90000000001
2147,10114,32.0,100.0,7,3200.0,2003-04-01,Shipped,2,4,2003,Trucks and Buses,96.0,S32_1268,"La Corne D'abondance, Co.",(1) 42.34.2555,Paris,France,EMEA,Medium,"265, boulevard Charonne  ",Marie Bertrand,Low Value,221896.56,199,3,73965.52
2148,10126,43.0,96.31,3,4141.33,2003-05-28,Shipped,2,5,2003,Trucks and Buses,96.0,S32_1268,"Corrida Auto Replicas, Ltd",(91) 555 22 82,Madrid,Spain,EMEA,Medium,"C/ Araquil, 67  ",Mart¡n Sommer,Low Value,285730.26,218,3,95243.42
2149,10140,26.0,100.0,3,2600.0,2003-07-24,Shipped,3,7,2003,Trucks and Buses,96.0,S32_1268,Technics Stores Inc.,6505556809,Burlingame,USA,AMER,Small,9408 Furth Circle  ,Juri Hirano,High Value,307467.39,153,4,102489.13
2150,10151,27.0,100.0,10,2700.0,2003-09-21,Shipped,3,9,2003,Trucks and Buses,96.0,S32_1268,"Oulu Toy Supplies, Inc.",981-443655,Oulu,Finland,EMEA,Medium,Torikatu 38  ,Pirkko Koskitalo,Low Value,272286.87,127,3,90762.29
2151,10164,24.0,100.0,1,2400.0,2003-10-21,Resolved,4,10,2003,Trucks and Buses,96.0,S32_1268,Mini Auto Werke,7675-3555,Graz,Austria,EMEA,Small,Kirchgasse 6  ,Roland Mendel,Low Value,139515.59999999998,89,3,46505.2
2152,10175,22.0,100.0,8,2200.0,2003-11-06,Shipped,4,11,2003,Trucks and Buses,96.0,S32_1268,"Stylish Desk Decors, Co.",(171) 555-0297,London,UK,EMEA,Small,35 King George  ,Ann Brown,Low Value,235075.80000000002,186,3,78358.6
2153,10184,46.0,100.0,13,4600.0,2003-11-14,Shipped,4,11,2003,Trucks and Buses,96.0,S32_1268,"Iberia Gift Imports, Corp.",(95) 555 82 82,Sevilla,Spain,EMEA,Medium,"C/ Romero, 33  ",Jose Pedro Roel,Low Value,137054.34,244,2,45684.78
2154,10194,37.0,97.27,3,3598.99,2003-11-25,Shipped,4,11,2003,Trucks and Buses,96.0,S32_1268,"Saveley & Henriot, Co.",78.32.5555,Lyon,France,EMEA,Medium,"2, rue du Commerce  ",Mary Saveley,High Value,355740.69,462,3,118580.23
2155,10207,49.0,80.9,14,3964.1000000000004,2003-12-09,Shipped,4,12,2003,Trucks and Buses,96.0,S32_1268,Diecast Collectables,6175552555,Boston,USA,AMER,Medium,6251 Ingle Ln.  ,Valarie Franco,Low Value,169124.76,407,2,56374.92
2156,10217,21.0,100.0,3,2100.0,2004-02-04,Shipped,1,2,2004,Trucks and Buses,96.0,S32_1268,Handji Gifts& Co,+65 224 1555,Singapore,Singapore,APAC,Small,Village Close - 106 Linden Road Sandown  2nd Floor,Wendy Victorino,High Value,290116.65,45,4,96705.55
2157,10229,25.0,100.0,8,2500.0,2004-03-11,Shipped,1,3,2004,Trucks and Buses,96.0,S32_1268,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Small,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
2158,10245,37.0,100.0,1,3700.0,2004-05-04,Shipped,2,5,2004,Trucks and Buses,96.0,S32_1268,Super Scale Inc.,2035559545,New Haven,USA,AMER,Medium,567 North Pendale Street  ,Leslie Murphy,Low Value,175239.99,399,2,58413.33
2159,10259,45.0,86.68,11,3900.6000000000004,2004-06-15,Shipped,2,6,2004,Trucks and Buses,96.0,S32_1268,Handji Gifts& Co,+65 224 1555,Singapore,Singapore,APAC,Medium,Village Close - 106 Linden Road Sandown  2nd Floor,Wendy Victorino,High Value,290116.65,45,4,96705.55
2160,10270,32.0,85.72,1,2743.04,2004-07-19,Shipped,3,7,2004,Trucks and Buses,96.0,S32_1268,Souveniers And Things Co.,+61 2 9495 8555,Chatswood,Australia,APAC,Small,"Monitor Money Building, 815 Pacific Hwy  Level 6",Adrian Huxley,High Value,399670.14,9,4,133223.38
2161,10281,29.0,82.83,8,2402.07,2004-08-19,Shipped,3,8,2004,Trucks and Buses,96.0,S32_1268,Diecast Classics Inc.,2155551555,Allentown,USA,AMER,Small,7586 Pompton St.  ,Kyung Yu,Low Value,289134.81,8,4,96378.27
2162,10291,26.0,83.79,3,2178.54,2004-09-08,Shipped,3,9,2004,Trucks and Buses,96.0,S32_1268,Scandinavian Gift Ideas,0695-34 6555,Boras,Sweden,EMEA,Small,?kergatan 24  ,Maria Larsson,High Value,347669.67,96,3,115889.89
2163,10305,28.0,100.0,12,2800.0,2004-10-13,Shipped,4,10,2004,Trucks and Buses,96.0,S32_1268,Marta's Replicas Co.,6175558555,Cambridge,USA,AMER,Medium,39323 Spinnaker Dr.  ,Marta Hernandez,Low Value,246658.16999999998,237,2,82219.39
2164,10313,27.0,87.64,6,2366.28,2004-10-22,Shipped,4,10,2004,Trucks and Buses,96.0,S32_1268,Canadian Gift Exchange Network,(604) 555-3392,Vancouver,Canada,AMER,Small,1900 Oak St.  ,Yoshi Tannamuri,Low Value,181793.73,228,2,60597.91
2165,10324,20.0,98.18,11,1963.6000000000001,2004-11-05,Shipped,4,11,2004,Trucks and Buses,96.0,S32_1268,Vitachrome Inc.,2125551500,NYC,USA,AMER,Small,2678 Kingston Rd.  Suite 101,Michael Frick,Low Value,202534.11,214,3,67511.37
2166,10335,44.0,100.0,1,4400.0,2004-11-19,Shipped,4,11,2004,Trucks and Buses,96.0,S32_1268,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Medium,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
2167,10348,42.0,100.0,3,4200.0,2004-11-01,Shipped,4,11,2004,Trucks and Buses,96.0,S32_1268,"Corrida Auto Replicas, Ltd",(91) 555 22 82,Madrid,Spain,EMEA,Medium,"C/ Araquil, 67  ",Mart¡n Sommer,Low Value,285730.26,218,3,95243.42
2168,10358,41.0,100.0,1,4100.0,2004-12-10,Shipped,4,12,2004,Trucks and Buses,96.0,S32_1268,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
2169,10371,26.0,100.0,1,2600.0,2005-01-23,Shipped,1,1,2005,Trucks and Buses,96.0,S32_1268,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Medium,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
2170,10382,26.0,100.0,6,2600.0,2005-02-17,Shipped,1,2,2005,Trucks and Buses,96.0,S32_1268,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Small,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
2171,10411,26.0,100.0,1,2600.0,2005-05-01,Shipped,2,5,2005,Trucks and Buses,96.0,S32_1268,Quebec Home Shopping Network,(514) 555-8054,Montreal,Canada,AMER,Small,43 rue St. Laurent  ,Jean Fresnisre,Low Value,184242.3,37,3,61414.1
2172,10425,41.0,86.68,11,3553.88,2005-05-31,In Process,2,5,2005,Trucks and Buses,96.0,S32_1268,La Rochelle Gifts,40.67.8555,Nantes,France,EMEA,Medium,"67, rue des Cinquante Otages  ",Janine Labrune,High Value,461729.46,7,4,153909.82
2173,10107,20.0,92.9,8,1858.0,2003-02-24,Shipped,1,2,2003,Motorcycles,99.0,S32_1374,Land of Toys Inc.,2125557818,NYC,USA,AMER,Small,897 Long Airport Avenue  ,Kwai Yu,High Value,416394.51,204,4,138798.17
2174,10120,22.0,100.0,6,2200.0,2003-04-29,Shipped,2,4,2003,Motorcycles,99.0,S32_1374,"Australian Collectors, Co.",03 9520 4555,Melbourne,Australia,APAC,Small,636 St Kilda Road  Level 3,Peter Ferguson,High Value,493727.61,190,5,164575.87
2175,10133,23.0,100.0,1,2300.0,2003-06-27,Shipped,2,6,2003,Motorcycles,99.0,S32_1374,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Small,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
2176,10145,33.0,93.9,12,3098.7000000000003,2003-08-25,Shipped,3,8,2003,Motorcycles,99.0,S32_1374,Toys4GrownUps.com,6265557265,Pasadena,USA,AMER,Medium,78934 Hillside Dr.  ,Julie Young,Low Value,258674.84999999998,146,3,86224.95
2177,10168,28.0,100.0,7,2800.0,2003-10-28,Shipped,4,10,2003,Motorcycles,99.0,S32_1374,Technics Stores Inc.,6505556809,Burlingame,USA,AMER,Medium,9408 Furth Circle  ,Juri Hirano,High Value,307467.39,153,4,102489.13
2178,10188,44.0,98.89,7,4351.16,2003-11-18,Shipped,4,11,2003,Motorcycles,99.0,S32_1374,Herkku Gifts,+47 2267 3215,Bergen,Norway,EMEA,Medium,"Drammen 121, PR 744 Sentrum  ",Veysel Oeztan,Low Value,259017.33000000002,277,3,86339.11
2179,10210,46.0,79.91,5,3675.8599999999997,2004-01-12,Shipped,1,1,2004,Motorcycles,99.0,S32_1374,Osaka Souveniers Co.,+81 06 6342 5555,Osaka,Japan,APAC,Medium,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku  ",Mory Kentary,Low Value,166861.95,420,2,55620.65
2180,10223,21.0,100.0,7,2100.0,2004-02-20,Shipped,1,2,2004,Motorcycles,99.0,S32_1374,"Australian Collectors, Co.",03 9520 4555,Melbourne,Australia,APAC,Small,636 St Kilda Road  Level 3,Peter Ferguson,High Value,493727.61,190,5,164575.87
2181,10235,41.0,100.0,1,4100.0,2004-04-02,Shipped,2,4,2004,Motorcycles,99.0,S32_1374,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Tsawassen,Canada,AMER,Medium,23 Tsawassen Blvd.  ,Elizabeth Lincoln,Low Value,214476.99,291,2,71492.33
2182,10250,31.0,100.0,2,3100.0,2004-05-11,Shipped,2,5,2004,Motorcycles,99.0,S32_1374,The Sharp Gifts Warehouse,4085553659,San Jose,USA,AMER,Medium,3086 Ingle Ln.  ,Sue Frick,High Value,370803.12,46,4,123601.04
2183,10263,31.0,79.91,8,2477.21,2004-06-28,Shipped,2,6,2004,Motorcycles,99.0,S32_1374,Gift Depot Inc.,2035552570,Bridgewater,USA,AMER,Small,25593 South Bay Ln.  ,Julie King,Low Value,237064.23,33,3,79021.41
2184,10275,23.0,81.91,7,1883.9299999999998,2004-07-23,Shipped,3,7,2004,Motorcycles,99.0,S32_1374,La Rochelle Gifts,40.67.8555,Nantes,France,EMEA,Small,"67, rue des Cinquante Otages  ",Janine Labrune,High Value,461729.46,7,4,153909.82
2185,10285,37.0,98.89,12,3658.93,2004-08-27,Shipped,3,8,2004,Motorcycles,99.0,S32_1374,Marta's Replicas Co.,6175558555,Cambridge,USA,AMER,Medium,39323 Spinnaker Dr.  ,Marta Hernandez,Low Value,246658.16999999998,237,2,82219.39
2186,10297,26.0,100.0,2,2600.0,2004-09-16,Shipped,3,9,2004,Motorcycles,99.0,S32_1374,"Clover Collections, Co.",+353 1862 1555,Dublin,Ireland,EMEA,Small,25 Maiden Lane  Floor No. 4,Dean Cassidy,Low Value,129711.72,264,2,43237.24
2187,10308,24.0,79.91,5,1917.84,2004-10-15,Shipped,4,10,2004,Motorcycles,99.0,S32_1374,Mini Classics,9145554562,White Plains,USA,AMER,Small,3758 North Pendale Street  ,Steve Frick,Low Value,220951.44,235,2,73650.48
2188,10318,47.0,100.0,7,4700.0,2004-11-02,Shipped,4,11,2004,Motorcycles,99.0,S32_1374,Diecast Classics Inc.,2155551555,Allentown,USA,AMER,Medium,7586 Pompton St.  ,Kyung Yu,Low Value,289134.81,8,4,96378.27
2189,10329,45.0,63.91,11,2875.95,2004-11-15,Shipped,4,11,2004,Motorcycles,99.0,S32_1374,Land of Toys Inc.,2125557818,NYC,USA,AMER,Small,897 Long Airport Avenue  ,Kwai Yu,High Value,416394.51,204,4,138798.17
2190,10340,55.0,100.0,2,5500.0,2004-11-24,Shipped,4,11,2004,Motorcycles,99.0,S32_1374,Enaco Distributors,(93) 203 4555,Barcelona,Spain,EMEA,Medium,"Rambla de Catalu¤a, 23  ",Eduardo Saavedra,Low Value,221781.0,195,3,73927.0
2191,10353,46.0,81.17,5,3733.82,2004-12-04,Shipped,4,12,2004,Motorcycles,99.0,S32_1374,Gift Ideas Corp.,2035554407,Glendale,USA,AMER,Medium,2440 Pompton St.  ,Dan Lewis,Low Value,158043.24,185,3,52681.08
2192,10363,50.0,100.0,2,5000.0,2005-01-06,Shipped,1,1,2005,Motorcycles,99.0,S32_1374,Suominen Souveniers,+358 9 8045 555,Espoo,Finland,EMEA,Medium,"Software Engineering Center, SEC Oy  ",Kalle Suominen,Low Value,266259.77999999997,152,3,88753.26
2193,10375,37.0,100.0,3,3700.0,2005-02-03,Shipped,1,2,2005,Motorcycles,99.0,S32_1374,La Rochelle Gifts,40.67.8555,Nantes,France,EMEA,Medium,"67, rue des Cinquante Otages  ",Janine Labrune,High Value,461729.46,7,4,153909.82
2194,10387,44.0,94.9,1,4175.6,2005-03-02,Shipped,1,3,2005,Motorcycles,99.0,S32_1374,"Dragon Souveniers, Ltd.",+65 221 7555,Singapore,Singapore,APAC,Medium,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye  ",Eric Natividad,High Value,393839.85000000003,97,5,131279.95
2195,10401,49.0,100.0,1,4900.0,2005-04-03,On Hold,2,4,2005,Motorcycles,99.0,S32_1374,Tekni Collectables Inc.,2015559350,Newark,USA,AMER,Medium,7476 Moss Rd.  ,William Brown,Low Value,199679.01,65,3,66559.67
2196,10416,45.0,100.0,2,4500.0,2005-05-10,Shipped,2,5,2005,Motorcycles,99.0,S32_1374,L'ordine Souveniers,0522-556555,Reggio Emilia,Italy,EMEA,Medium,Strada Provinciale 124  ,Maurizio Moroni,High Value,328842.66000000003,28,3,109614.22
2197,10108,27.0,43.45,13,1173.15,2003-03-03,Shipped,1,3,2003,Motorcycles,40.0,S32_2206,Cruz & Sons Co.,+63 2 555 3587,Makati City,Philippines,APAC,Small,15 McCallum Street - NatWest Center #13-03  ,Arnold Cruz,Low Value,240873.51,203,3,80291.17
2198,10122,31.0,44.66,17,1384.4599999999998,2003-05-08,Shipped,2,5,2003,Motorcycles,40.0,S32_2206,Marseille Mini Autos,91.24.4555,Marseille,France,EMEA,Small,"12, rue des Bouchers  ",Laurence Lebihan,Low Value,183483.36,152,3,61161.119999999995
2199,10135,33.0,40.23,14,1327.59,2003-07-02,Shipped,3,7,2003,Motorcycles,40.0,S32_2206,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Small,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
2200,10145,31.0,35.8,1,1109.8,2003-08-25,Shipped,3,8,2003,Motorcycles,40.0,S32_2206,Toys4GrownUps.com,6265557265,Pasadena,USA,AMER,Small,78934 Hillside Dr.  ,Julie Young,Low Value,258674.84999999998,146,3,86224.95
2201,10159,35.0,35.4,9,1239.0,2003-10-10,Shipped,4,10,2003,Motorcycles,40.0,S32_2206,Corporate Gift Ideas Co.,6505551386,San Francisco,USA,AMER,Small,7734 Strong St.  ,Julie Brown,High Value,356534.85,104,4,118844.95
2202,10169,26.0,39.83,9,1035.58,2003-11-04,Shipped,4,11,2003,Motorcycles,40.0,S32_2206,"Anna's Decorations, Ltd",02 9936 8555,North Sydney,Australia,APAC,Small,201 Miller Street  Level 15,Anna O'Hara,High Value,363781.23,90,4,121260.41
2203,10180,34.0,45.46,4,1545.64,2003-11-11,Shipped,4,11,2003,Motorcycles,40.0,S32_2206,Daedalus Designs Imports,20.16.1555,Lille,France,EMEA,Small,"184, chausse de Tournai  ",Martine Rance,Low Value,170569.16999999998,472,2,56856.39
2204,10190,46.0,32.99,1,1517.5400000000002,2003-11-19,Shipped,4,11,2003,Motorcycles,40.0,S32_2206,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Small,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
2205,10211,41.0,42.24,9,1731.8400000000001,2004-01-15,Shipped,1,1,2004,Motorcycles,40.0,S32_2206,Auto Canal Petit,(1) 47.55.6555,Paris,France,EMEA,Small,"25, rue Lauriston  ",Dominique Perrier,Low Value,239572.80000000002,61,3,79857.6
2206,10224,43.0,39.43,2,1695.49,2004-02-21,Shipped,1,2,2004,Motorcycles,40.0,S32_2206,Daedalus Designs Imports,20.16.1555,Lille,France,EMEA,Small,"184, chausse de Tournai  ",Martine Rance,Low Value,170569.16999999998,472,2,56856.39
2207,10237,26.0,40.23,2,1045.98,2004-04-05,Shipped,2,4,2004,Motorcycles,40.0,S32_2206,Vitachrome Inc.,2125551500,NYC,USA,AMER,Small,2678 Kingston Rd.  Suite 101,Michael Frick,Low Value,202534.11,214,3,67511.37
2208,10252,36.0,48.28,6,1738.08,2004-05-26,Shipped,2,5,2004,Motorcycles,40.0,S32_2206,Auto Canal Petit,(1) 47.55.6555,Paris,France,EMEA,Small,"25, rue Lauriston  ",Dominique Perrier,Low Value,239572.80000000002,61,3,79857.6
2209,10264,20.0,32.59,4,651.8000000000001,2004-06-30,Shipped,2,6,2004,Motorcycles,40.0,S32_2206,Gifts4AllAges.com,6175559555,Boston,USA,AMER,Small,8616 Spinnaker Dr.  ,Juri Yoshido,Low Value,232642.86,32,3,77547.62
2210,10276,27.0,36.61,10,988.47,2004-08-02,Shipped,3,8,2004,Motorcycles,40.0,S32_2206,Online Mini Collectables,6175557555,Brickhaven,USA,AMER,Small,7635 Spinnaker Dr.  ,Miguel Barajas,Low Value,145155.03,270,2,48385.01
2211,10285,37.0,41.03,1,1518.1100000000001,2004-08-27,Shipped,3,8,2004,Motorcycles,40.0,S32_2206,Marta's Replicas Co.,6175558555,Cambridge,USA,AMER,Small,39323 Spinnaker Dr.  ,Marta Hernandez,Low Value,246658.16999999998,237,2,82219.39
